Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Antigua and Barbuda,ATG,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,3.851115552,3.483191121,3.09479917,3.007395948,2.727778457,0.632780005,0.543744361,2.173055582,2.027069419,0.577419051,1.410813117,1.401230907,2.576810739,2.40073668,2.098691287,2.957803174,1.748832334,1.91175944,1.913782633,1.789457639,1.669373642,1.58317581,1.593232221,1.681854642,1.758306491,1.783750822,1.738093436,1.788258822,2.566804883,2.337441865,1.858969167,1.636267572,1.538977853,1.486555959,
Australia,AUS,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,0.436915584,0.389918955,0.440582768,0.44017367,0.347579417,0.29495577,0.29095079,0.296315114,0.351231858,0.368042246,0.42169145,0.419328559,0.397966325,0.508541533,0.49477994,0.559839324,0.578645761,0.738524538,0.79976087,0.802701509,0.762460771,0.763848113,0.592854764,0.353673627,0.396310402,0.119517638,0.129375691,0.12397319,0.125742377,0.136850533,0.124832803,0.128640446,0.118009329,0.13967606,0.13465176,0.135621178,0.136027849,0.157291314,0.144784784,0.143850129,0.162674303,0.175368756,0.155567965,0.151593778,0.156192325,0.16088341,0.170149305,0.150612836,0.129907308,0.125562691,
Austria,AUT,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,0.107831376,0.138646769,0.164319259,0.178193518,0.230035526,0.217796121,0.245084028,0.230839597,0.248225714,0.268333655,0.298230939,0.315209966,0.309588545,0.297428684,0.29073918,0.290243906,0.306007883,0.322414724,0.33670761,0.352745118,0.381364546,0.44442064,0.417925319,0.40391438,0.415132638,0.420025596,0.41487448,0.430043329,0.649057912,0.833290406,0.91693057,0.898966025,0.930429548,0.953834838,0.837804469,0.732181782,0.749161497,0.750112251,0.741308643,0.775086573,0.761302288,0.754036599,0.739619458,0.758368508,0.733015867,0.749993472,0.729981163,0.708692682,0.682877829,0.684221995,
Azerbaijan,AZE,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098281144,0.12900167,0.131121555,0.14155366,1.189457879,1.083560552,1.824283477,2.618998555,2.143440361,2.345268582,4.705181625,3.765974905,3.83576948,3.107983275,2.832699889,2.66582974,2.870406812,2.856009747,2.336926018,2.453905665,2.392800872,1.698415998,2.773413677,2.601811667,2.65396712,
Burundi,BDI,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004565273,0.006405991,0.000900832,0.014005975,0.226153089,1.58478021,1.69766897,2.033399792,1.990035054,1.983968482,2.079345822,1.644155773,1.056751761,1.063122645,1.591363741,1.593448334,
Belgium,BEL,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,1.008397816,0.926563758,0.911182981,0.944694654,0.895687387,0.898116558,0.906020724,0.909198233,0.973534816,0.935864905,0.94737376,0.915203599,0.853573661,0.881165995,1.666423431,1.745048065,1.887100073,1.906289575,2.038412567,1.883699392,1.713987356,1.771851809,1.713011108,1.62620515,1.7302852,1.695396556,1.662854928,1.763368087,1.820563634,1.780697771,1.785483513,1.781947234,1.91183976,2.033887764,2.304091664,2.285815994,2.244073368,2.251486156,2.241972364,2.274453324,2.264398913,2.267282551,2.274824196,2.288592798,2.280404012,
Benin,BEN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,1.331006386,2.598888567,4.014740686,5.223800089,6.054420165,6.147332921,5.47960564,4.802502841,2.914546766,4.002874768,4.001959697,3.852703318,3.803760426,3.854656473,4.389256448,6.079799922,5.155674241,5.938797784,8.040204866,4.787478975,5.599355265,4.559875265,3.596517949,3.090703329,3.632387485,2.040967704,2.445746672,2.267642909,1.823101343,1.038006537,1.021446963,2.238208305,2.784257255,2.951533845,2.132307222,1.303738242,1.463703002,1.610217817,1.864795455,1.987566703,2.293338376,1.883092277,1.875687117,1.541348778,1.394586989,1.42453022,
Burkina Faso,BFA,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,4.784808665,5.069787766,5.224847445,5.317015445,5.291100771,6.272252591,7.799525066,8.63595514,6.286995888,7.074640811,6.181176255,8.110939316,9.410453436,7.311903277,7.149283127,5.935921288,4.503684629,3.603386457,5.74994393,5.026651234,4.239293502,3.285468037,2.938649726,3.016789203,2.555253898,2.065601136,2.277337958,1.564567968,1.621437226,1.13372742,0.814744365,0.921925929,1.038520217,1.107254653,1.055312012,1.019754124,1.191560133,1.829988329,1.671685976,2.294425846,2.842340671,3.253722397,3.096412695,2.954848789,2.837189421,2.976710945,
Bangladesh,BGD,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,0.185440982,0.817260574,0.869126602,1.099475884,1.867161932,1.88176747,2.841847986,3.64817268,2.64653898,2.255417149,2.64665008,3.077652095,2.87302745,2.633545497,2.464893948,2.485233373,2.875409362,3.037325226,3.408134039,3.16729632,2.895575156,3.164102816,3.212565379,3.524037661,3.686596776,3.897946271,5.222669239,5.305388203,5.504373149,6.21301842,7.557205064,8.242884912,9.757161286,10.26627609,9.412125648,9.383758248,10.58794022,9.245224563,8.669052862,7.840701094,6.130693205,5.407023134,5.680299767,6.069267745,
Bulgaria,BGR,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.337556958,0.447155021,0.337148962,0.312079041,0.439651079,5.825081455,7.175288162,8.12715425,6.586040666,5.399903323,4.992569872,3.813870738,3.524406249,3.059760464,2.645616721,2.584575324,2.681460011,2.997299435,2.960774926,2.951264503,3.095458317,3.71974468,3.636153345,3.416205482,
Bahrain,BHR,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahamas, The",BHS,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.19516884,39.96778817,28.71385217,26.09181729,22.48843021,20.76608709,19.37676295,18.15682427,16.7042815,17.0255092,14.21912254,12.07592165,10.60911711,10.50286512,10.71417846,10.7708945,11.35413688,11.1100596,10.91443862,11.15519645,11.21151322,11.21399089,
Belarus,BLR,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002456853,0.002678806,0.203969507,0.632248917,0.329124117,0.354092466,0.510772079,0.896610534,0.543917266,0.552272336,0.920472969,1.034377638,0.657451154,0.725761035,0.636741512,0.959951553,0.990288216,1.005373923,1.442085307,1.60325547,1.606689245,1.56228906,1.649994478,2.046407398,2.291025039,2.408411793,2.24919106,
Belize,BLZ,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,8.279614996,9.899185829,10.53366281,6.884098564,5.29533032,5.946352072,4.477216119,3.507819318,3.810982228,2.947174575,2.232537583,2.240863521,2.689497303,3.469280477,3.396263631,3.332228498,2.988808485,3.270327082,2.901050075,3.269047253,3.200659014,4.055471425,5.273061256,5.750177979,5.660191905,5.965110575,5.673436654,5.15632214,4.986909626,4.710757906,4.831273612,4.916119883,5.445947084,4.912039437,4.944032641,5.150885805,
Bermuda,BMU,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19.24625651,21.42955833,19.925213,20.22336166,19.0129001,18.61791495,18.66949558,18.94421005,20.82452773,21.72037969,20.95597074,21.08497167,20.02616992,20.67351466,
Bolivia,BOL,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,0.051244809,0.05577182,0.05321667,0.022617559,0.030926126,0.080030552,0.048322233,0.092209395,0.094010847,0.11158063,0.20210498,0.198907239,0.097876822,0.180238297,0.09450276,0.063631397,0.067329408,0.073238652,0.075235174,0.080414336,0.14465389,1.071202347,1.04030039,1.158709968,1.510732576,1.661602526,1.428122334,1.956932357,2.399952434,3.529556061,5.265289553,8.043840312,6.805183849,6.101098489,4.886670551,4.352523438,4.100250144,3.918347631,3.566976427,3.608942543,3.672932807,3.753793546,3.445923814,3.25613069,
Brazil,BRA,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,0.066284385,0.053052823,0.034625393,0.05627465,0.032448845,0.047229099,0.047047916,0.020235563,0.014264317,0.022007051,0.017941823,0.014917735,0.014281628,0.009685307,0.028195799,0.12403892,0.18412235,0.447080218,0.284834183,0.370534948,0.383722778,0.242113829,0.177989206,0.143101366,0.250421855,0.205912189,0.259024993,0.394476177,0.409564466,0.420206786,0.314632464,0.296771617,0.236613774,0.214797278,0.17331285,0.139564554,0.122872909,0.112935455,0.109902437,0.107814144,0.160741696,0.152574833,0.130828487,0.155582946,0.174676322,
Barbados,BRB,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,2.608492437,2.290795639,2.213753191,2.019803495,2.116177355,2.118257036,0.898960254,0.99173875,0.777542306,0.683647812,0.772149104,0.578204382,0.697784786,1.654570056,1.762507859,1.595083024,1.883574823,2.234502905,2.784874808,2.68254101,2.658801977,2.746987441,2.876912074,3.08199204,3.079425962,3.343697322,3.699950972,4.254378785,4.025784645,4.066053902,3.788897417,2.472978762,2.071094794,2.966927343,2.114120184,2.563567115,1.807258194,3.162496322,3.304118057,4.083421702,4.018246801,4.200175924,3.221520134,2.175917844,2.129503397,2.079423887,
Brunei Darussalam,BRN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.255881078,0.251050072,0.289045887,0.394379644,0.534465586,0.588629017,1.018633644,0.672143174,0.749431689,0.981060364,1.590731821,1.761118433,2.376448329,2.238992574,
Botswana,BWA,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,12.14531445,16.50761952,15.25385346,9.735652182,7.108591811,7.288589753,6.944590153,5.559753916,4.767162252,4.028511352,2.805395779,2.674857773,2.763987981,2.067924306,1.601350254,2.257445074,2.117788356,2.266802911,1.785678703,1.640606841,1.169721608,0.892342765,0.815223325,0.756835236,0.480652193,0.320314533,0.326209844,0.350687968,0.363562942,0.878109958,1.187071363,1.024464413,0.842774188,0.42780169,0.148133164,0.174566998,0.132946294,0.125891089,0.241611445,0.283820928,0.208352171,0.157368941,0.223816405,0.237417709,0.292764407,
Central African Republic,CAF,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,0.387538288,0.161851495,,0.004750595,0.001588983,0.004880031,0.003187247,0.003316285,0.00246403,0.00191295,0.001800727,0.001722255,0.001778302,0.005608597,0.010294234,0.010648976,0.012427404,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080533884,0.088714947,0.075414487,0.078417699,0.09719651,0.074708742,0.082999118,0.083820502,0.075336702,0.080889895,0.079843544,0.082536069,0.080375287,0.083880061,0.087258294,0.074321921,0.06861859,0.068606541,0.072354506,0.074925412,0.081886202,0.08436647,0.076865407,0.075487702,0.07554499,
Central Europe and the Baltics,CEB,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.473918264,0.516931547,0.502784094,0.510336111,0.582260199,0.524891049,0.852924834,0.989888206,1.013767566,1.165865323,1.562496958,1.786803282,1.919838196,1.829936307,1.657243232,1.589784192,1.526288418,1.520431145,1.58997698,2.01212732,2.093277058,2.21141437,2.29076888,2.225475492,2.105564889,2.113737174,
Switzerland,CHE,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,0.571202202,0.540590836,0.530633457,0.511474947,0.406370179,0.471770824,0.49515429,0.466491226,0.462622369,0.421733057,0.402779885,0.394754896,0.373670236,0.357912648,0.378089649,0.384323229,0.398118408,0.414190489,0.429981142,0.421204462,0.42171201,0.415863659,0.421346073,0.365709626,0.422076847,0.406553534,0.434465592,0.430112124,0.421219038,0.416591234,0.374154712,0.399508445,0.432426777,0.427320198,0.37383117,0.362314684,0.353964906,0.339287537,0.370234809,0.375995737,0.381176184,0.361736901,0.343246691,
Channel Islands,CHI,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.004912566,0.005096183,0.005648797,0.002117405,0.002246645,0.000384021,0.004349908,0.001207952,,,,,,,,,,0.017081737,0.016765304,0.01778114,0.015599498,0.011692323,,,,,0.030128316,0.028519091,0.028113705,0.02696519,0.025543155,0.023264116,0.024185158,0.025775067,0.024018396,0.023421617,0.024783606,
China,CHN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,0.301000002,0.234950645,0.155031894,0.087563969,0.148052538,0.083539405,0.104477735,0.054306311,0.05429838,0.101681568,0.145082503,0.141968875,0.151862934,0.047648356,0.193575265,0.477223496,0.033429115,0.04844619,0.062581744,0.090264586,0.160012947,0.278586119,0.339644071,0.145980386,0.156950792,0.192463945,0.198866703,0.18051795,0.224013042,0.219405035,0.200013634,0.185886626,0.285523157,0.401799791,0.31358245,0.232940938,0.174925688,0.127549584,
Cote d'Ivoire,CIV,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,0.311563816,0.305206448,0.253378399,0.280457755,0.308499106,0.316293841,0.366588199,0.382047833,0.395272056,0.364609502,0.344519619,0.390973032,0.425502626,0.415782146,0.363029465,0.411658475,0.395264531,0.443997119,0.521142094,1.328068395,1.373229543,1.210978371,1.163427107,1.130409134,1.111454332,1.113342603,1.035539728,0.968080632,0.923039986,0.959941119,0.955074856,0.936816263,0.907863931,0.821122944,1.297819935,1.500844039,1.562562599,1.370284503,1.23038314,1.094953643,0.734223988,0.713938342,0.59634834,0.572381204,0.577428934,
Cameroon,CMR,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,0.059859892,0.436039152,0.375897212,0.259728879,0.37931384,0.190080925,0.149971517,0.223480709,0.103858378,0.098626668,0.292365575,0.206179994,0.05901098,0.219458907,0.131252004,0.107556893,0.116540818,0.127551322,0.125205975,0.213067477,0.1375581,0.219160756,0.162289588,0.254387942,0.51835465,0.593136944,0.429217598,0.67192805,0.749198724,0.615947505,0.711479064,0.439335082,0.747366579,0.722981728,0.754476451,0.809778979,0.781498579,0.823900491,0.904905291,0.862028082,0.911496439,
"Congo, Dem. Rep.",COD,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074386823,0.088569654,0.052577895,0.07428551,0.104566761,0.072800722,4.363432444,2.920379061,3.064155587,2.106462278,3.07657919,1.598178192,2.83091979,3.892064779,4.119617437,
"Congo, Rep.",COG,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,0.284417541,0.257647052,0.186182024,0.133121407,0.098660381,0.076747265,0.049576699,0.026165809,0.00234224,0.000434431,0.200303492,0.184310791,0.156383181,0.159614389,0.147337899,0.223778352,0.241144637,0.200340834,0.307763312,0.196946236,0.099382667,0.495618549,0.321526729,0.433346375,0.03877367,0.353571183,0.321110895,0.171054022,0.163471135,0.189748399,0.185666957,0.349189059,0.251777537,0.396954458,0.386307014,0.401123607,0.233575627,0.249174526,0.074547343,0,0,0,
Colombia,COL,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,0.36119336,0.282154533,0.26293353,0.288909875,0.291666245,0.17559083,0.332433727,0.419734824,0.325918115,0.361483584,0.31735828,0.439700964,0.223259883,0.185903252,0.203904932,0.315236726,1.190527646,1.718293029,1.167993409,1.181080053,1.034610529,1.791540135,1.096390146,0.703871335,1.1852007,0.881138917,0.77504678,0.725222817,0.818665636,1.522346916,1.611951294,2.093801283,2.531509345,3.250183682,2.724349479,2.297506452,2.412569077,2.163233562,1.993026963,1.774914359,1.406617339,1.224478557,1.083430487,1.164523393,1.093046077,1.594543094,1.737205667,1.778371195,1.906732469,2.089501157,
Comoros,COM,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,0.762763042,0.622258751,1.286673615,0.958641423,1.158554821,2.149783441,1.706537754,2.015023798,2.070972507,2.309676667,2.312558976,2.380414816,3.498092597,3.53951279,4.772402122,3.065021139,,,,,,,,5.859081438,7.685739236,8.267359293,9.04848692,9.306018277,11.06584643,11.09057499,9.609485846,10.57329214,10.84847472,0,13.9021544,13.65030752,11.52660304,12.21398626,14.64706869,14.46845182,
Cabo Verde,CPV,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,28.16568034,22.6552783,18.38290065,14.83864149,15.61732575,15.07100499,14.45575722,15.4837423,16.17128098,17.83537854,19.27080429,19.50007971,21.28255772,15.59719642,21.01763655,21.7306947,19.99081624,15.57586788,14.12915596,13.45599868,16.64625843,14.37844852,13.69165074,13.32306566,12.27150963,14.06335605,12.32731384,9.167749572,8.66445351,7.922591413,7.865710956,9.479261812,10.1601047,9.506683782,10.5910007,12.58163087,12.71040272,12.23605867,11.87058423,11.90141641,
Costa Rica,CRI,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,0.065095118,0.082311332,0.066905888,0.084860703,0.091470143,0.214837499,0.168426673,0.17484063,0.183710771,0.174248199,0.174279366,0.197198921,0.190438982,0.210095517,0.186915891,0.166498731,0.167762405,0.163908984,1.070919281,1.125553224,1.036482306,0.940707846,0.890997987,0.909563008,1.247023697,1.518628237,1.866011584,1.724578332,2.107183219,2.270329636,2.310502249,1.975534074,1.678835844,1.423956323,1.230919226,1.210038501,1.198910754,1.17428148,1.007719737,0.954238856,0.958188809,0.881049199,0.895413552,
Caribbean small states,CSS,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,1.690724587,1.313153276,1.227661858,1.401429777,1.159748343,1.137078187,0.987738047,0.80594272,0.987040808,1.656812666,1.976632793,2.127781368,2.284984536,2.688262666,2.660331436,2.011186816,2.241077677,2.684374227,4.355596015,4.49088081,4.501340054,4.407387286,4.415499865,4.522251956,4.612674371,5.194789966,5.914494606,6.13165416,6.362716742,6.000239318,5.587120233,5.638391749,4.804851551,5.310222592,5.192294782,5.170699373,5.214117661,4.940677806,5.1251534,5.474392219,5.803369485,5.677089881,5.51022383,5.520747994,
Cuba,CUB,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.940550595,4.342456334,4.227194722,4.537151793,4.517079052,4.753533229,5.138802059,4.966154292,5.680152022,
Cayman Islands,CYM,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27513289,0.302433295,,,
Cyprus,CYP,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,5.497235708,6.935098676,7.109609533,5.932870292,4.365071326,3.978469907,3.692253371,3.621227465,3.230163391,2.942056734,1.848333452,1.722422544,1.667828685,1.510713146,1.405599624,1.138125917,1.174635286,1.204986609,1.094431787,0.48954708,0.492645636,0.499327582,0.471076256,0.473699527,0.450502585,0.748712291,0.180914059,0.218691709,0.44681972,0.568626066,0.520660626,0.593172047,3.406833649,2.287162047,3.348828123,2.686369875,2.406535827,1.803278773,1.395216098,1.501069083,1.868781394,1.980712354,2.059126327,1.7576557,
Czech Republic,CZE,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.337847954,0.342752716,0.314400523,0.163938208,0.114306925,0.517669092,0.476620747,0.475454909,0.37821575,0.404721171,0.493269278,1.01983311,0.977456492,1.025985692,0.960673993,0.47903913,0.576604358,0.587872114,0.607377605,0.67468425,0.820974219,1.255386117,1.422530823,1.592884868,1.639863891,1.581298728,1.539783518,
Germany,DEU,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,0.083977395,0.0820051,0.078773633,0.080261418,0.085549264,0.086577566,0.089204134,0.09876562,0.096357363,0.2504687,0.264545987,0.287385278,0.274891019,0.271472652,0.276153906,0.265619633,0.275933464,0.273619188,0.268186028,0.275223867,0.258060106,0.230825427,0.212120206,0.199943454,0.174298232,0.173351114,0.173208501,0.174544168,0.171186645,0.185446894,0.199734218,0.224963211,0.230292546,0.231936833,0.241192552,0.2501222,0.285496538,0.294198577,0.363318152,0.376545334,0.409600694,0.414958862,0.439240364,0.439642871,0.464153423,0.438285379,0.429044016,0.429500661,0.42666638,
